pos	callable_tn	callable_t
12311	4220	5670
12312	4224	5670
12313	4234	5668
12314	4228	5663
12315	4237	5665
12316	4242	5674
12317	4247	5675
12318	4247	5668
12319	4259	5691
12320	4267	5689
12321	4283	5692
12322	4281	5689
12323	4279	5690
12324	4296	5708
12325	4303	5725
12326	4288	5723
12327	4290	5725
12328	4291	5737
12329	4304	5751
12330	4311	5766
12331	4316	5768
12332	4320	5786
12333	4316	5795
12334	4305	5797
12335	4310	5796
12336	4305	5801
12337	4322	5817
12338	4342	5839
12339	4355	5855
12340	4370	5876
12341	4391	5894
12342	4410	5914
12343	4408	5920
12344	4393	5916
12345	4405	5925
12346	4406	5925
12347	4411	5925
12348	4414	5926
12349	4417	5927
12350	4409	5928
12351	4403	5931
12352	4398	5928
12353	4408	5943
12354	4421	5946
12355	4431	5946
12356	4443	5967
12357	4441	5963
12358	4444	5971
12359	4450	5980
12360	4497	6013
12361	4511	6037
12362	4529	6055
12363	4521	6047
12364	4515	6050
12365	4530	6054
12366	4541	6073
12367	4539	6083
12368	4552	6099
12369	4557	6096
12370	4562	6094
12371	4550	6085
12372	4544	6074
12373	4546	6061
12374	4552	6064
12375	4549	6067
12376	4559	6078
12377	4574	6088
12378	4577	6105
12379	4584	6110
12380	4582	6101
12381	4589	6110
12382	4601	6127
12383	4611	6137
12384	4604	6143
12385	4619	6164
12386	4638	6179
12387	4645	6195
12388	4649	6195
12389	4653	6203
12390	4657	6207
12391	4666	6195
12392	4675	6197
12393	4681	6210
12394	4682	6209
12395	4669	6193
12396	4672	6199
12397	4676	6217
12398	4670	6214
12399	4683	6231
12400	4701	6233
12401	4699	6232
12402	4685	6232
12403	4681	6218
12404	4676	6217
12405	4645	6177
12406	4647	6174
12407	4644	6176
12408	4660	6184
12409	4650	6179
12410	4662	6193
12411	4666	6200
12412	4659	6192
12413	4656	6189
12414	4644	6179
12415	4641	6168
12416	4654	6175
12417	4658	6165
12418	4653	6171
12419	4652	6175
12420	4651	6178
12421	4656	6176
12422	4661	6171
12423	4659	6176
12424	4668	6188
12425	4675	6196
12426	4679	6192
12427	4690	6194
12428	4687	6190
12429	4674	6171
12430	4669	6160
12431	4668	6163
12432	4694	6183
12433	4711	6195
12434	4726	6207
12435	4725	6211
12436	4713	6213
12437	4703	6204
12438	4703	6198
12439	4693	6182
12440	4683	6165
12441	4685	6169
12442	4673	6164
12443	4680	6168
12444	4689	6165
12445	4688	6170
12446	4699	6178
12447	4706	6182
12448	4702	6171
12449	4700	6170
12450	4697	6172
12451	4702	6178
12452	4710	6180
12453	4693	6167
12454	4683	6161
12455	4685	6163
12456	4673	6153
12457	4683	6162
12458	4698	6185
12459	4705	6182
12460	4710	6190
12461	4726	6210
12462	4719	6212
12463	4719	6206
12464	4741	6225
12465	4741	6224
12466	4741	6219
12467	4730	6212
12468	4727	6207
12469	4724	6206
12470	4725	6206
12471	4720	6193
12472	4718	6195
12473	4736	6209
12474	4752	6225
12475	4742	6218
12476	4741	6205
12477	4737	6197
12478	4740	6215
12479	4736	6213
12480	4735	6228
12481	4743	6222
12482	4734	6223
12483	4750	6229
12484	4751	6216
12485	4756	6215
12486	4746	6207
12487	4733	6197
12488	4726	6200
12489	4713	6187
12490	4710	6179
12491	4716	6192
12492	4712	6185
12493	4712	6188
12494	4709	6198
12495	4714	6195
12496	4716	6191
12497	4711	6188
12498	4717	6186
12499	4709	6192
12500	4714	6194
12501	4719	6198
12502	4726	6188
12503	4727	6180
12504	4741	6196
12505	4742	6209
12506	4736	6205
12507	4717	6184
12508	4709	6168
12509	4707	6159
12510	4719	6187
12511	4723	6193
12512	4734	6198
12513	4726	6198
12514	4716	6194
12515	4725	6199
12516	4719	6179
12517	4713	6173
12518	4706	6170
12519	4702	6172
12520	4701	6174
12521	4706	6177
12522	4703	6171
12523	4692	6157
12524	4697	6161
12525	4695	6158
12526	4688	6158
12527	4683	6158
12528	4684	6167
12529	4697	6179
12530	4697	6191
12531	4686	6178
12532	4679	6180
12533	4666	6176
12534	4662	6175
12535	4655	6171
12536	4655	6177
12537	4669	6184
12538	4667	6187
12539	4670	6194
12540	4662	6181
12541	4674	6191
12542	4681	6194
12543	4674	6188
12544	4672	6197
12545	4670	6206
12546	4680	6203
12547	4687	6206
12548	4693	6209
12549	4689	6206
12550	4679	6190
12551	4683	6187
12552	4681	6192
12553	4697	6203
12554	4701	6206
12555	4694	6205
12556	4698	6215
12557	4703	6227
12558	4691	6228
12559	4690	6223
12560	4687	6225
12561	4696	6223
12562	4702	6230
12563	4706	6230
12564	4708	6211
12565	4700	6200
12566	4706	6200
12567	4710	6205
12568	4697	6194
12569	4694	6184
12570	4681	6169
12571	4677	6157
12572	4667	6159
12573	4666	6157
12574	4653	6144
12575	4652	6140
12576	4664	6152
12577	4650	6153
12578	4653	6152
12579	4649	6150
12580	4646	6134
12581	4631	6123
12582	4603	6089
12583	4600	6076
12584	4596	6070
12585	4605	6060
12586	4594	6046
12587	4598	6047
12588	4598	6062
12589	4593	6067
12590	4599	6072
12591	4600	6065
12592	4604	6065
12593	4601	6057
12594	4612	6064
12595	4612	6052
12596	4607	6047
12597	4599	6031
12598	4600	6030
12599	4620	6043
12600	4609	6029
12601	4604	6032
12602	4595	6027
12603	4588	6024
12604	4579	6015
12605	4565	6017
12606	4564	6028
12607	4573	6027
12608	4563	6022
12609	4558	6011
12610	4553	6004
12611	4548	6001
12612	4534	5977
12613	4547	5986
12614	4547	5992
12615	4557	6004
12616	4563	5989
12617	4562	5988
12618	4548	5973
12619	4537	5964
12620	4545	5959
12621	4535	5951
12622	4525	5956
12623	4524	5946
12624	4518	5936
12625	4509	5933
12626	4515	5935
12627	4517	5937
12628	4516	5937
12629	4523	5934
12630	4529	5941
12631	4525	5935
12632	4527	5933
12633	4525	5932
12634	4522	5930
12635	4513	5921
12636	4511	5922
12637	4501	5902
12638	4503	5889
12639	4498	5871
12640	4484	5871
12641	4489	5864
12642	4477	5854
12643	4480	5855
12644	4484	5859
12645	4476	5859
12646	4463	5858
12647	4447	5845
12648	4448	5836
12649	4448	5831
12650	4440	5826
12651	4444	5816
12652	4444	5823
12653	4433	5820
12654	4434	5813
12655	4425	5807
12656	4431	5804
12657	4426	5799
12658	4422	5790
12659	4423	5790
12660	4417	5784
12661	4409	5781
12662	4410	5787
12663	4399	5783
12664	4407	5790
12665	4414	5805
12666	4408	5796
12667	4409	5790
12668	4418	5790
12669	4424	5806
12670	4417	5811
12671	4417	5817
12672	4417	5801
12673	4432	5810
12674	4440	5821
12675	4438	5814
12676	4433	5811
12677	4434	5810
12678	4429	5808
12679	4429	5810
12680	4431	5798
12681	4426	5790
12682	4434	5789
12683	4425	5791
12684	4420	5789
12685	4418	5787
12686	4421	5794
12687	4434	5802
12688	4429	5795
12689	4425	5786
12690	4441	5797
12691	4441	5797
12692	4434	5804
12693	4442	5807
12694	4446	5814
12695	4450	5819
12696	4444	5820
12697	4453	5830
12698	4479	5849
12699	4472	5848
12700	4481	5855
12701	4482	5859
12702	4490	5866
12703	4495	5863
12704	4496	5866
12705	4503	5872
12706	4498	5874
12707	4508	5872
12708	4512	5867
12709	4505	5868
12710	4492	5848
12711	4493	5852
12712	4487	5860
12713	4501	5871
12714	4486	5872
12715	4494	5880
12716	4500	5884
12717	4507	5878
12718	4522	5902
12719	4550	5931
12720	4559	5942
12721	4559	5929
12722	4564	5936
12723	4558	5947
12724	4558	5949
12725	4569	5955
12726	4576	5958
12727	4580	5953
12728	4582	5963
12729	4588	5973
12730	4592	5981
12731	4594	5988
12732	4602	5989
12733	4604	5989
12734	4617	5995
12735	4623	5994
12736	4632	5994
12737	4649	6024
12738	4650	6031
12739	4642	6024
12740	4651	6034
12741	4655	6043
12742	4649	6039
12743	4643	6046
12744	4640	6046
12745	4654	6054
12746	4657	6060
12747	4652	6064
12748	4658	6060
12749	4653	6063
12750	4654	6062
12751	4654	6065
12752	4659	6072
12753	4670	6074
12754	4677	6085
12755	4664	6077
12756	4665	6071
12757	4671	6082
12758	4670	6078
12759	4674	6087
12760	4659	6076
12761	4666	6083
12762	4681	6103
12763	4673	6096
12764	4674	6093
12765	4693	6112
12766	4698	6117
12767	4691	6116
12768	4685	6105
12769	4699	6122
12770	4701	6118
12771	4703	6112
12772	4692	6107
12773	4690	6112
12774	4671	6105
12775	4670	6110
12776	4668	6108
12777	4662	6107
12778	4661	6116
12779	4661	6116
12780	4676	6126
12781	4674	6124
12782	4672	6135
12783	4667	6131
12784	4669	6143
12785	4673	6146
12786	4680	6148
12787	4692	6153
12788	4715	6163
12789	4696	6159
12790	4699	6167
12791	4699	6160
12792	4692	6165
12793	4691	6163
12794	4684	6154
12795	4691	6162
12796	4696	6165
12797	4700	6181
12798	4699	6182
12799	4703	6184
12800	4705	6186
12801	4722	6196
12802	4722	6197
12803	4716	6200
12804	4714	6212
12805	4715	6214
12806	4712	6213
12807	4713	6223
12808	4705	6212
12809	4713	6218
12810	4711	6222
12811	4709	6223
12812	4720	6240
12813	4728	6265
12814	4741	6270
12815	4747	6281
12816	4747	6291
12817	4761	6293
12818	4776	6307
12819	4793	6319
12820	4795	6336
12821	4815	6349
12822	4815	6344
12823	4826	6352
12824	4833	6357
12825	4831	6351
12826	4844	6374
12827	4852	6389
12828	4883	6406
12829	4877	6403
12830	4881	6409
12831	4886	6408
12832	4886	6422
12833	4901	6433
12834	4907	6438
12835	4925	6455
12836	4934	6464
12837	4922	6465
12838	4913	6461
12839	4924	6480
12840	4926	6484
12841	4902	6466
12842	4904	6467
12843	4903	6460
12844	4920	6468
12845	4917	6466
12846	4935	6478
12847	4938	6489
12848	4961	6505
12849	4954	6519
12850	4950	6511
12851	4956	6509
12852	4968	6505
12853	4959	6512
12854	4950	6516
12855	4954	6505
12856	4949	6503
12857	4938	6493
12858	4942	6506
12859	4942	6511
12860	4944	6521
12861	4941	6515
12862	4943	6525
12863	4948	6539
12864	4944	6547
12865	4944	6553
12866	4943	6549
12867	4920	6544
12868	4913	6546
12869	4906	6549
12870	4926	6576
12871	4928	6580
12872	4940	6585
12873	4950	6596
12874	4949	6599
12875	4958	6601
12876	4970	6623
12877	4952	6608
12878	4958	6604
12879	4973	6618
12880	4963	6605
12881	4962	6603
12882	4965	6615
12883	4972	6623
12884	4992	6630
12885	4998	6654
12886	5001	6663
12887	5001	6669
12888	5003	6663
12889	5005	6677
12890	5042	6695
12891	5037	6701
12892	5028	6706
12893	5012	6704
12894	4999	6690
12895	5003	6695
12896	5014	6712
12897	5008	6711
12898	5005	6707
12899	5020	6711
12900	5019	6715
12901	5032	6735
12902	5044	6736
12903	5037	6742
12904	5037	6742
12905	5060	6761
12906	5071	6770
12907	5076	6768
12908	5073	6760
12909	5091	6767
12910	5109	6781
12911	5108	6785
12912	5112	6793
12913	5121	6802
12914	5144	6817
12915	5157	6835
12916	5168	6844
12917	5193	6855
12918	5217	6871
12919	5219	6884
12920	5225	6891
12921	5235	6893
12922	5246	6908
12923	5251	6921
12924	5263	6936
12925	5292	6968
12926	5302	6977
12927	5313	6999
12928	5330	7003
12929	5335	7005
12930	5341	7006
12931	5351	7030
12932	5351	7033
12933	5362	7052
12934	5372	7067
12935	5382	7074
12936	5387	7074
12937	5403	7085
12938	5403	7087
12939	5428	7105
12940	5442	7125
12941	5468	7158
12942	5482	7174
12943	5489	7177
12944	5501	7197
12945	5511	7200
12946	5521	7220
12947	5534	7237
12948	5561	7259
12949	5577	7269
12950	5598	7279
12951	5602	7300
12952	5615	7299
12953	5648	7329
12954	5671	7352
12955	5689	7371
12956	5701	7381
12957	5718	7395
12958	5728	7408
12959	5744	7413
12960	5768	7423
12961	5757	7408
12962	5788	7417
12963	5795	7419
12964	5794	7427
12965	5815	7443
12966	5835	7457
12967	5856	7479
12968	5880	7500
12969	5896	7515
12970	5920	7525
12971	5919	7526
12972	5931	7541
12973	5936	7548
12974	5947	7565
12975	5978	7599
12976	6024	7638
12977	6054	7663
12978	6082	7691
12979	6102	7714
12980	6126	7727
12981	6145	7743
12982	6148	7756
12983	6169	7772
12984	6192	7784
12985	6181	7789
12986	6187	7790
12987	6186	7781
12988	6187	7787
12989	6199	7783
12990	6180	7779
12991	6189	7788
12992	6232	7808
12993	6234	7806
12994	6241	7814
12995	6252	7825
12996	6245	7830
12997	6268	7847
12998	6285	7856
12999	6270	7826
13000	6258	7812
13001	6262	7813
13002	6256	7804
13003	6250	7801
13004	6256	7809
13005	6271	7824
13006	6277	7844
13007	6288	7846
13008	6299	7863
13009	6301	7862
13010	6300	7865
13011	6318	7870
13012	6337	7888
13013	6339	7900
13014	6340	7899
13015	6363	7917
13016	6369	7919
13017	6371	7920
13018	6376	7922
13019	6378	7932
13020	6410	7951
13021	6430	7971
13022	6426	7970
13023	6422	7967
13024	6419	7966
13025	6431	7971
13026	6432	7966
13027	6420	7965
13028	6421	7962
13029	6416	7948
13030	6396	7933
13031	6387	7920
13032	6404	7928
13033	6412	7931
13034	6399	7933
13035	6398	7926
13036	6419	7932
13037	6434	7937
13038	6412	7924
13039	6413	7940
13040	6398	7934
13041	6375	7923
13042	6367	7908
13043	6370	7919
13044	6372	7914
13045	6362	7909
13046	6337	7888
13047	6316	7876
13048	6319	7871
13049	6331	7868
13050	6331	7866
13051	6305	7854
13052	6303	7851
13053	6309	7856
13054	6305	7849
13055	6306	7840
13056	6293	7834
13057	6272	7815
13058	6293	7829
13059	6294	7836
13060	6281	7826
13061	6282	7824
13062	6240	7794
13063	6220	7783
13064	6231	7786
13065	6225	7782
13066	6220	7772
13067	6217	7773
13068	6174	7760
13069	6174	7760
13070	6169	7759
13071	6156	7753
13072	6148	7746
13073	6133	7733
13074	6122	7722
13075	6137	7727
13076	6126	7720
13077	6131	7727
13078	6095	7706
13079	6081	7703
13080	6065	7696
13081	6059	7701
13082	6054	7696
13083	6040	7696
13084	6019	7675
13085	6000	7656
13086	5973	7637
13087	5961	7611
13088	5953	7608
13089	5935	7586
13090	5916	7575
13091	5874	7545
13092	5836	7519
13093	5829	7489
13094	5815	7475
13095	5779	7440
13096	5767	7437
13097	5759	7422
13098	5722	7401
13099	5714	7387
13100	5702	7376
13101	5690	7368
13102	5679	7369
13103	5668	7368
13104	5661	7366
13105	5652	7343
13106	5622	7322
13107	5630	7325
13108	5614	7305
13109	5588	7286
13110	5579	7272
13111	5557	7259
13112	5535	7232
13113	5519	7207
13114	5517	7193
13115	5511	7187
13116	5493	7173
13117	5500	7165
13118	5483	7150
13119	5471	7138
13120	5455	7128
13121	5445	7109
13122	5446	7102
13123	5424	7089
13124	5403	7078
13125	5393	7069
13126	5369	7052
13127	5376	7059
13128	5366	7042
13129	5360	7033
13130	5352	7012
13131	5332	6992
13132	5318	6964
13133	5298	6942
13134	5268	6919
13135	5271	6910
13136	5271	6891
13137	5265	6881
13138	5254	6875
13139	5285	6898
13140	5279	6890
13141	5270	6884
13142	5266	6882
13143	5275	6878
13144	5270	6879
13145	5270	6867
13146	5267	6863
13147	5263	6860
13148	5252	6851
13149	5232	6820
13150	5223	6808
13151	5225	6803
13152	5207	6800
13153	5200	6779
13154	5189	6774
13155	5184	6773
13156	5171	6752
13157	5174	6748
13158	5166	6749
13159	5165	6746
13160	5163	6752
13161	5139	6728
13162	5147	6732
13163	5152	6731
13164	5137	6732
13165	5134	6741
13166	5143	6746
13167	5132	6738
13168	5143	6742
13169	5127	6736
13170	5117	6724
13171	5108	6714
13172	5095	6701
13173	5088	6698
13174	5074	6680
13175	5070	6671
13176	5063	6657
13177	5040	6640
13178	5035	6627
13179	5040	6623
13180	5039	6606
13181	5044	6604
13182	5036	6587
13183	5031	6580
13184	5042	6590
13185	5033	6582
13186	5034	6583
13187	5030	6573
13188	5029	6570
13189	5024	6562
13190	5028	6550
13191	5021	6542
13192	5018	6535
13193	5012	6533
13194	5007	6522
13195	5004	6518
13196	4982	6499
13197	4978	6493
13198	4975	6489
13199	4979	6490
13200	4972	6475
13201	4962	6468
13202	4971	6468
13203	4956	6468
13204	4952	6469
13205	4937	6460
13206	4943	6452
13207	4921	6421
13208	4920	6424
13209	4918	6403
13210	4911	6394
13211	4915	6407
13212	4916	6401
13213	4914	6396
13214	4903	6394
13215	4884	6385
13216	4872	6376
13217	4866	6366
13218	4865	6370
13219	4859	6358
13220	4859	6356
13221	4860	6352
13222	4854	6343
13223	4858	6351
13224	4850	6334
13225	4842	6329
13226	4853	6327
13227	4837	6319
13228	4831	6305
13229	4824	6300
13230	4827	6289
13231	4827	6283
13232	4824	6275
13233	4839	6292
13234	4854	6308
13235	4852	6312
13236	4852	6318
13237	4848	6317
13238	4832	6314
13239	4833	6326
13240	4847	6346
13241	4861	6359
13242	4866	6354
13243	4862	6343
13244	4868	6355
13245	4887	6372
13246	4880	6362
13247	4875	6364
13248	4876	6365
13249	4875	6364
13250	4879	6369
13251	4884	6377
13252	4886	6379
13253	4884	6378
13254	4882	6371
13255	4896	6384
13256	4894	6389
13257	4889	6382
13258	4903	6385
13259	4908	6393
13260	4897	6372
13261	4910	6376
13262	4910	6380
13263	4914	6387
13264	4925	6397
13265	4929	6416
13266	4933	6416
13267	4934	6419
13268	4929	6416
13269	4934	6431
13270	4934	6432
13271	4936	6423
13272	4946	6428
13273	4943	6426
13274	4943	6432
13275	4926	6424
13276	4934	6438
13277	4939	6432
13278	4925	6412
13279	4916	6399
13280	4912	6392
13281	4900	6381
13282	4888	6367
13283	4901	6372
13284	4889	6365
13285	4886	6354
13286	4865	6340
13287	4863	6338
13288	4876	6338
13289	4889	6350
13290	4897	6360
13291	4890	6357
13292	4896	6359
13293	4907	6372
13294	4906	6361
13295	4910	6369
13296	4917	6367
13297	4915	6369
13298	4910	6367
13299	4924	6364
13300	4930	6372
13301	4940	6371
13302	4943	6369
13303	4943	6353
13304	4937	6349
13305	4952	6350
13306	4941	6340
13307	4932	6337
13308	4915	6322
13309	4923	6325
13310	4935	6334
13311	4927	6337
13312	4927	6328
13313	4929	6337
13314	4943	6353
13315	4941	6350
13316	4940	6335
13317	4943	6326
13318	4938	6324
13319	4934	6314
13320	4928	6304
13321	4917	6297
13322	4917	6299
13323	4922	6316
13324	4915	6309
13325	4915	6310
13326	4918	6309
13327	4928	6310
13328	4924	6313
13329	4935	6326
13330	4946	6335
13331	4933	6323
13332	4931	6320
13333	4933	6319
13334	4950	6331
13335	4951	6335
13336	4943	6325
13337	4955	6325
13338	4956	6319
13339	4964	6329
13340	4963	6329
13341	4958	6322
13342	4949	6320
13343	4942	6320
13344	4943	6324
13345	4941	6324
13346	4951	6339
13347	4949	6336
13348	4942	6334
13349	4957	6343
13350	4954	6348
13351	4958	6347
13352	4951	6348
13353	4951	6348
13354	4955	6358
13355	4958	6371
13356	4967	6380
13357	4970	6385
13358	4974	6389
13359	4976	6398
13360	4973	6396
13361	4975	6397
13362	4988	6415
13363	4973	6406
13364	4973	6403
13365	4975	6405
13366	4971	6395
13367	4970	6403
13368	4956	6399
13369	4956	6397
13370	4971	6406
13371	4976	6411
13372	4975	6414
13373	4978	6415
13374	4975	6419
13375	4973	6420
13376	4973	6421
13377	4975	6416
13378	4970	6411
13379	4986	6425
13380	4986	6412
13381	4979	6403
13382	4980	6416
13383	4971	6411
13384	4957	6398
13385	4958	6391
13386	4960	6387
13387	4946	6378
13388	4950	6385
13389	4947	6387
13390	4937	6368
13391	4941	6373
13392	4944	6378
13393	4930	6368
13394	4925	6372
13395	4921	6373
13396	4906	6367
13397	4898	6351
13398	4891	6351
13399	4897	6354
13400	4894	6355
13401	4897	6362
13402	4883	6354
13403	4878	6353
13404	4883	6354
13405	4885	6354
13406	4854	6333
13407	4848	6333
13408	4848	6325
13409	4850	6314
13410	4850	6303
13411	4852	6304
13412	4840	6303
13413	4835	6302
13414	4839	6310
13415	4837	6308
13416	4851	6318
13417	4836	6306
13418	4833	6308
13419	4834	6310
13420	4839	6322
13421	4847	6328
13422	4845	6331
13423	4851	6327
13424	4868	6342
13425	4875	6357
13426	4876	6360
13427	4888	6364
13428	4890	6365
13429	4905	6373
13430	4907	6392
13431	4912	6389
13432	4917	6395
13433	4920	6412
13434	4917	6423
13435	4920	6421
13436	4924	6415
13437	4924	6411
13438	4920	6405
13439	4922	6400
13440	4928	6397
13441	4924	6398
13442	4929	6403
13443	4938	6415
13444	4935	6413
13445	4938	6420
13446	4931	6414
13447	4926	6423
13448	4939	6439
13449	4946	6433
13450	4952	6437
13451	4957	6449
13452	4969	6465
13453	4965	6470
13454	4972	6487
13455	4973	6474
13456	4971	6480
13457	4982	6484
13458	4971	6474
13459	4967	6469
13460	4970	6471
13461	4955	6461
13462	4941	6444
13463	4950	6451
13464	4952	6461
13465	4944	6468
13466	4944	6478
13467	4957	6484
13468	4962	6478
13469	4942	6442
13470	4930	6435
13471	4922	6431
13472	4915	6429
13473	4912	6436
13474	4920	6444
13475	4938	6451
13476	4930	6451
13477	4933	6450
13478	4945	6457
13479	4938	6454
13480	4934	6469
13481	4936	6465
13482	4931	6469
13483	4925	6463
13484	4914	6438
13485	4893	6417
13486	4893	6408
13487	4884	6400
13488	4870	6392
13489	4848	6367
13490	4847	6354
13491	4839	6354
13492	4837	6340
13493	4839	6343
13494	4843	6339
13495	4828	6327
13496	4821	6315
13497	4805	6297
13498	4794	6280
13499	4793	6274
13500	4794	6268
13501	4782	6250
13502	4779	6246
13503	4794	6242
13504	4793	6231
13505	4787	6226
13506	4787	6225
13507	4781	6225
13508	4785	6227
13509	4785	6231
13510	4792	6230
13511	4792	6226
13512	4776	6211
13513	4781	6211
13514	4782	6226
13515	4780	6211
13516	4769	6202
13517	4766	6196
13518	4760	6192
13519	4757	6194
13520	4758	6199
13521	4748	6186
13522	4735	6167
13523	4723	6155
13524	4722	6158
13525	4714	6165
13526	4726	6175
13527	4724	6177
13528	4727	6171
13529	4732	6168
13530	4707	6159
13531	4709	6171
13532	4709	6170
13533	4705	6178
13534	4704	6171
13535	4705	6178
13536	4695	6170
13537	4704	6169
13538	4716	6175
13539	4714	6178
13540	4722	6187
13541	4713	6177
13542	4701	6178
13543	4698	6186
13544	4699	6189
13545	4693	6184
13546	4689	6187
13547	4687	6184
13548	4685	6194
13549	4687	6193
13550	4683	6185
13551	4685	6189
13552	4685	6172
13553	4703	6190
13554	4702	6187
13555	4703	6184
13556	4703	6183
13557	4699	6186
13558	4702	6197
13559	4709	6195
13560	4707	6198
13561	4713	6204
13562	4707	6207
13563	4711	6212
13564	4710	6222
13565	4725	6242
13566	4732	6260
13567	4739	6249
13568	4733	6249
13569	4737	6251
13570	4733	6241
13571	4728	6232
13572	4717	6229
13573	4719	6234
13574	4717	6224
13575	4721	6221
13576	4708	6214
13577	4698	6205
13578	4694	6186
13579	4692	6180
13580	4709	6203
13581	4700	6188
13582	4696	6196
13583	4699	6198
13584	4694	6190
13585	4677	6182
13586	4678	6179
13587	4682	6168
13588	4691	6152
13589	4681	6124
13590	4668	6105
13591	4665	6105
13592	4667	6105
13593	4649	6082
13594	4633	6069
13595	4629	6065
13596	4613	6058
13597	4611	6049
13598	4621	6060
13599	4622	6069
13600	4606	6052
13601	4597	6048
13602	4585	6049
13603	4572	6044
13604	4572	6041
13605	4570	6043
13606	4574	6031
13607	4571	6027
13608	4552	6014
13609	4554	6019
13610	4556	6018
13611	4555	6025
13612	4552	6025
13613	4552	6023
13614	4549	6019
13615	4552	6021
13616	4560	6020
13617	4565	6032
13618	4568	6038
13619	4561	6042
13620	4550	6037
13621	4555	6046
13622	4544	6035
13623	4549	6033
13624	4557	6045
13625	4563	6041
13626	4567	6057
13627	4570	6055
13628	4560	6047
13629	4555	6040
13630	4568	6046
13631	4565	6048
13632	4552	6045
13633	4537	6035
13634	4530	6035
13635	4527	6034
13636	4527	6056
13637	4524	6054
13638	4526	6061
13639	4527	6070
13640	4511	6059
13641	4515	6063
13642	4521	6069
13643	4528	6080
13644	4529	6079
13645	4538	6083
13646	4529	6080
13647	4534	6088
13648	4528	6096
13649	4537	6125
13650	4521	6113
13651	4516	6112
13652	4531	6128
13653	4509	6118
13654	4505	6105
13655	4492	6095
13656	4476	6076
13657	4469	6072
13658	4472	6082
13659	4462	6075
13660	4462	6068
13661	4466	6077
13662	4467	6080
13663	4455	6074
13664	4449	6070
13665	4436	6066
13666	4438	6058
13667	4445	6065
13668	4437	6062
13669	4418	6061
13670	4428	6071
13671	4427	6079
13672	4423	6071
13673	4411	6051
13674	4406	6038
13675	4411	6038
13676	4420	6047
13677	4422	6054
13678	4426	6051
13679	4422	6048
13680	4419	6048
13681	4421	6056
13682	4407	6053
13683	4409	6040
13684	4407	6032
13685	4388	6007
13686	4396	6013
13687	4407	6028
13688	4412	6044
13689	4420	6046
13690	4437	6055
13691	4458	6069
13692	4462	6083
13693	4481	6084
13694	4493	6098
13695	4487	6089
13696	4477	6089
13697	4479	6089
13698	4476	6091
13699	4473	6092
13700	4471	6095
13701	4482	6103
13702	4491	6113
13703	4494	6113
13704	4514	6125
13705	4512	6138
13706	4517	6140
13707	4505	6127
13708	4519	6134
13709	4553	6150
13710	4538	6141
13711	4535	6147
13712	4537	6152
13713	4528	6130
13714	4519	6126
13715	4524	6135
13716	4532	6145
13717	4525	6130
13718	4528	6124
13719	4534	6134
13720	4540	6127
13721	4537	6123
13722	4528	6114
13723	4533	6114
13724	4528	6115
13725	4531	6113
13726	4536	6132
13727	4560	6143
13728	4555	6140
13729	4571	6140
13730	4576	6147
13731	4569	6150
13732	4589	6165
13733	4600	6185
13734	4594	6187
13735	4596	6182
13736	4600	6185
13737	4595	6177
13738	4594	6178
13739	4589	6174
13740	4598	6185
13741	4599	6189
13742	4600	6183
13743	4599	6180
13744	4596	6172
13745	4594	6182
13746	4598	6198
13747	4594	6209
13748	4619	6227
13749	4623	6236
13750	4627	6236
13751	4640	6253
13752	4658	6263
13753	4676	6280
13754	4703	6303
13755	4713	6311
13756	4709	6309
13757	4714	6322
13758	4710	6308
13759	4724	6298
13760	4744	6313
13761	4754	6327
13762	4771	6329
13763	4799	6353
13764	4815	6365
13765	4833	6382
13766	4839	6388
13767	4851	6398
13768	4843	6395
13769	4838	6393
13770	4838	6405
13771	4856	6412
13772	4855	6409
13773	4857	6405
13774	4882	6422
13775	4897	6430
13776	4898	6426
13777	4883	6429
13778	4879	6433
13779	4879	6428
13780	4897	6445
13781	4913	6454
13782	4929	6486
13783	4933	6500
13784	4953	6516
13785	4945	6522
13786	4938	6521
13787	4920	6509
13788	4914	6508
13789	4919	6504
13790	4911	6511
13791	4910	6504
13792	4917	6506
13793	4914	6500
13794	4908	6507
13795	4914	6507
13796	4920	6510
13797	4925	6509
13798	4926	6514
13799	4933	6523
13800	4940	6522
13801	4940	6530
13802	4944	6538
13803	4956	6542
13804	4958	6542
13805	4949	6540
13806	4948	6547
13807	4951	6553
13808	4945	6538
13809	4950	6524
13810	4952	6519
13811	4975	6537
13812	4967	6531
13813	4973	6532
13814	4974	6547
13815	4968	6547
13816	4966	6549
13817	4965	6537
13818	4960	6533
13819	4953	6518
13820	4953	6509
13821	4951	6502
13822	4963	6510
13823	4959	6501
13824	4956	6487
13825	4943	6472
13826	4933	6459
13827	4931	6453
13828	4921	6455
13829	4900	6440
13830	4907	6456
13831	4912	6462
13832	4911	6448
13833	4901	6441
13834	4904	6436
13835	4896	6427
13836	4873	6409
13837	4866	6404
13838	4853	6388
13839	4860	6387
13840	4861	6381
13841	4854	6372
13842	4836	6347
13843	4823	6345
13844	4812	6351
13845	4807	6355
13846	4792	6342
13847	4793	6349
13848	4796	6341
13849	4793	6326
13850	4802	6332
13851	4798	6331
13852	4790	6324
13853	4787	6317
13854	4784	6318
13855	4789	6334
13856	4785	6315
13857	4769	6294
13858	4768	6285
13859	4770	6281
13860	4767	6275
13861	4775	6276
13862	4777	6274
13863	4771	6274
13864	4766	6270
